"Area Name","dis2012","breast_2012","immun2011","dwellterraced2012","dwellroom12012","jobs2011","urbanclass","house_prices_mean"
"S01005370",3854.6,16.7,100,12,2,0,2,116800
"S01005371",3906.3,57.1,100,6,0,0,2,118335
"S01005372",6336.4,33.3,100,8,0,5.2,2,57438
"S01005373",8783.8,18.2,100,7,1,7.6,2,158667
"S01005374",5586.6,25,100,7,5,9.6,2,61938
"S01005375",6057.3,0,100,20,0,4.5,2,90580
"S01005376",6787.3,0,100,18,0,6.5,2,71333
"S01005377",5995.2,25,100,56,0,10.9,2,59250
"S01005378",9901,40,100,38,0,15.6,2,74375
"S01005379",6009.6,33.3,100,47,0,12.7,2,90611
"S01005380",8730.2,21.4,100,45,0,14.9,2,74500
"S01005381",10708.4,16.7,100,33,0,11.8,2,86000
"S01005382",12129.4,35.3,96.2,42,0,16.1,2,55000
"S01005383",2103.8,75,100,7,0,0,5,215250
"S01005384",3033.4,50,100,6,1,0,5,277083
"S01005385",1472,83.3,100,21,0,5.3,5,275714
"S01005386",4680.2,50,100,17,0,12.2,5,174571
"S01005387",6070.6,30,100,37,0,5.8,3,100500
"S01005388",4854.4,25,100,14,0,7,3,105312
"S01005389",4545.5,16.7,100,12,5,5.1,3,98778
"S01005390",6962,16.7,100,46,0,0,3,80223
"S01005391",4201.7,0,100,5,0,8.2,3,95583
"S01005392",3972.8,42.9,75,31,0,6.9,6,310000
"S01005393",2955.7,33.3,100,19,0,5.7,5,298944
"S01005394",3821,66.7,100,19,0,0,6,221055
"S01005395",4259.9,100,85.7,7,0,0,5,233000
"S01005396",3152.6,100,80,8,0,6.4,5,254915
"S01005397",4636.8,50,100,39,0,0,6,157086
"S01005398",4818,33.3,100,21,0,0,3,111525
"S01005399",6659.3,50,100,37,0,6,3,102578
"S01005400",8205.1,21.1,100,65,1,10.2,3,NA
"S01005401",4206.7,25,100,19,0,14.1,3,103400
"S01005402",3809.5,36.4,100,8,0,10.9,3,65979
"S01005403",6666.7,33.3,100,42,0,6.1,3,103222
"S01005404",3394.8,75,100,22,0,0,5,216500
"S01005405",7718.7,40,100,18,0,7.7,5,147083
"S01005406",4173.6,0,100,35,0,11.9,5,146833
"S01005407",2941.2,66.7,93.8,20,0,5.6,6,349495
"S01005408",6802.7,72.7,100,27,3,25,5,163062
"S01005409",3805.2,100,100,13,0,8.3,5,142000
"S01005410",3408,46.2,100,31,0,0,5,233571
"S01005411",4012,33.3,100,11,1,0,6,162417
"S01005412",4106.8,60,100,11,0,0,5,245222
"S01005413",5555.6,28.6,100,15,6,9.5,4,151942
"S01005414",4568.5,66.7,100,14,4,0,5,235603
"S01005415",4376.4,33.3,100,32,0,7.6,4,152857
"S01005416",5760.4,25,100,16,0,10.9,4,102750
"S01005417",5166.9,10,100,15,0,4.5,2,82100
"S01005418",2879.1,100,100,7,0,0,5,290451
"S01005419",3974.6,28.6,100,22,0,8.3,4,119374
"S01005420",4599.2,50,100,24,0,0,4,105000
"S01005421",8652.7,33.3,100,81,0,5.1,2,113000
"S01005422",5489,33.3,100,1,1,0,2,161500
"S01005423",2997,33.3,100,53,0,0,4,135700
"S01005424",3707.6,50,100,5,2,4.8,2,179500
"S01005425",10392.6,28.6,100,23,0,13.4,2,63000
"S01005426",10339.7,26.7,100,29,0,22,2,NA
"S01005427",7596.7,26.7,100,6,5,15.8,2,92542
"S01005428",7028.1,30,100,60,0,18.7,2,84833
"S01005429",7086.6,25,100,4,8,10,2,100455
"S01005430",4393.7,100,100,15,0,0,2,141850
"S01005431",7235.9,9.1,100,28,0,14.6,2,88717
"S01005432",4379.6,37.5,100,15,1,5,2,77429
"S01005433",7728.9,18.2,100,10,1,18.9,2,110917
"S01005434",6206.9,60,100,6,4,7.6,2,60500
"S01005435",4849.7,66.7,100,8,1,5.7,3,138722
"S01005436",4985,36.4,100,21,1,9.6,2,130645
"S01005437",5241.1,27.3,100,6,1,4.7,2,151688
"S01005438",5605.4,33.3,100,55,1,4.4,3,97333
"S01005439",5672.6,50,100,10,1,7.7,5,101125
"S01005440",2596.4,36.4,100,28,0,0,6,267500
"S01005441",5176,60,100,19,1,10.1,2,95685
"S01005442",2182.2,54.5,100,19,0,0,6,265963
"S01005443",4749.6,50,100,7,2,6.1,3,185001
"S01005444",4389.5,61.5,100,14,0,4.3,5,184977
"S01005445",4373.2,50,100,19,1,0,5,134929
"S01005446",5277,42.9,91.7,47,1,6,5,112083
"S01005447",3796.1,66.7,100,38,0,6.3,3,126400
"S01005448",4381.2,50,100,42,0,0,3,212667
"S01005449",3455.1,100,100,16,0,6.1,5,162167
"S01005450",5509.6,37.5,85.7,28,1,5.6,6,108928
"S01005451",3699.8,50,60,26,3,5.3,3,200577
"S01005452",3148,66.7,100,14,5,0,3,255427
"S01005453",4603,45.5,100,35,0,0,6,131250
"S01005454",3161.2,80,100,15,1,0,3,167962
"S01005455",6524.3,60,100,18,0,6.9,3,157550
"S01005456",3275.1,66.7,100,13,0,0,3,173720
"S01005457",5814,50,100,11,0,6.6,3,132500
"S01005458",6122.4,50,100,7,0,0,3,83375
"S01005459",2185.8,71.4,100,10,0,6.9,5,260500
"S01005460",3329.6,50,100,38,0,0,5,177500
"S01005461",4527.8,0,100,34,0,7,6,194304
"S01005462",4000,28.6,100,21,0,5.2,6,214900
"S01005463",5892.3,66.7,100,16,0,0,5,97333
"S01005464",6849.3,33.3,100,39,0,7.2,6,144417
"S01005465",2670.2,60,91.7,46,0,0,5,167143
"S01005466",3130.6,75,93.3,15,0,5,5,217680
"S01005467",1912,0,100,17,0,0,5,175600
"S01005468",3428,71.4,100,15,0,0,5,234107
"S01005469",5441.4,50,100,26,0,8.5,5,308125
"S01005470",2954.2,57.1,100,24,0,0,5,266900
"S01005471",3082.6,40,100,28,0,8.6,5,262673
"S01005472",3434.1,66.7,100,15,0,0,6,250259
"S01005473",4056.8,50,100,23,0,0,5,206083
"S01005474",8293.8,40,88.9,17,2,6.3,5,129667
"S01005475",3401.4,62.5,91.7,12,0,0,6,245524
"S01005476",4043.1,100,100,15,0,0,5,375038
"S01005477",3867.4,66.7,100,13,0,0,5,106100
"S01005478",5461.2,0,50,32,3,14.1,5,119429
"S01005479",7168.5,33.3,100,39,3,9.8,5,148643
"S01005480",3271,44.4,85.7,11,0,0,5,195873
"S01005481",6106.9,28.6,100,43,1,5.2,5,110000
"S01005482",3681.9,72.7,50,22,0,9.1,5,185000
"S01005483",3752.3,25,100,22,0,0,5,159293
"S01005484",5780.3,100,100,33,0,9.8,5,158857
"S01005485",7042.3,33.3,100,33,0,4.4,3,92000
"S01005486",9179.9,25,100,25,2,0,3,124000
"S01005487",8810.6,75,100,17,8,0,3,118773
"S01005488",11157.6,45.5,100,76,0,4.8,3,114875
"S01005489",3944.8,33.3,90.9,22,1,0,6,136875
"S01005490",6220.8,100,100,22,0,6.7,5,179950
"S01005491",6024.1,50,100,22,1,5.9,5,223859
"S01005492",3181.3,55.6,100,1,0,0,6,99875
"S01005493",3617.9,66.7,100,0,0,11.6,6,132900
"S01005494",4581.9,50,100,4,0,6,6,121754
"S01005495",3462.6,90,100,0,0,0,6,105622
"S01005496",3567.8,44.4,100,1,0,4.6,6,115933
"S01005497",2972.7,72.7,100,0,0,6.7,6,172233
"S01005498",5639.1,75,100,5,0,6.7,6,124599
"S01005499",5057.8,40,92.9,67,0,0,4,145000
"S01005500",4373.2,25,100,5,0,0,4,171412
"S01005501",3950.3,15.4,100,1,0,4.9,4,169200
"S01005502",5196.3,60,100,14,0,0,4,134417
"S01005503",4456.3,100,80,16,0,8.9,4,123100
"S01005504",3974.6,60,100,19,0,0,4,129278
"S01005505",4886,50,100,55,0,6.8,4,141929
"S01005506",4896,33.3,100,11,0,4.7,4,154900
"S01005507",5769.2,66.7,100,16,0,5.9,4,111625
"S01005508",6676.6,70,100,3,0,7.5,4,80314
"S01005509",2828.9,46.7,100,0,0,0,6,153807
"S01005510",2013.4,60,100,0,0,0,6,146485
"S01005511",1464.1,80,100,2,0,0,6,100750
"S01005512",3541.1,44.4,100,2,0,0,6,106900
"S01005513",3896.1,66.7,100,1,0,0,6,114250
"S01005514",4139.1,63.6,100,8,0,0,6,127500
"S01005515",1739.1,58.3,100,4,0,0,6,66667
"S01005516",2868.1,60,100,9,0,0,6,68333
"S01005517",5482.5,28.6,100,0,0,4.9,6,63400
"S01005518",5076.1,58.3,88.9,0,0,0,6,143370
"S01005519",5154.6,100,100,0,0,0,6,84607
"S01005520",5882.4,40,100,2,0,7.6,6,84465
"S01005521",3764.1,55.6,100,7,0,0,6,66138
"S01005522",10432.2,28.6,100,28,0,9.3,6,142263
"S01005523",5952.4,20,90,17,0,8.2,6,140343
"S01005524",6578.9,50,100,9,0,0,6,249159
"S01005525",8052.7,16.7,100,73,0,0,4,78250
"S01005526",11494.3,25,100,73,0,13.5,4,49000
"S01005527",11000,30.8,100,45,0,6.4,4,49667
"S01005528",12939,33.3,100,49,0,8.8,4,67312
"S01005529",7057.5,33.3,90.9,53,0,6.3,4,91000
"S01005530",15290.5,12.5,100,44,0,6.7,4,42676
"S01005531",7718.7,33.3,100,55,0,7.2,4,89536
"S01005532",9554.1,66.7,100,54,6,6.5,4,85611
"S01005533",6868.1,16.7,100,15,0,7.4,4,113714
"S01005534",8957.7,50,100,49,0,8.3,4,65833
"S01005535",7702.2,20,100,47,0,0,6,93000
"S01005536",5531,42.9,100,29,0,6.8,5,154039
"S01005537",7078.5,40,100,20,0,6,6,144429
"S01005538",5319.1,0,80,34,0,0,5,127469
"S01005539",6402.8,28.6,100,24,0,0,5,80370
"S01005540",10548.5,12.5,100,48,0,18.3,3,81225
"S01005541",10997.1,12.5,100,47,1,16,3,87500
"S01005542",6858.7,14.3,100,25,0,5.6,3,66965
"S01005543",6468.3,33.3,100,27,0,6.9,3,44167
"S01005544",8124.1,0,100,14,0,13.5,3,57211
"S01005545",5154.6,22.2,100,28,0,8.8,3,132909
"S01005546",4654.3,50,100,18,0,0,5,203615
"S01005547",5933.1,30,100,17,0,6.3,5,202931
"S01005548",6843.8,45.5,100,2,0,0,2,204938
"S01005549",5977.5,27.8,93.8,23,0,0,5,148031
"S01005550",1569.9,33.3,100,3,0,0,2,492250
"S01005551",2227.2,0,80,0,0,0,2,270562
"S01005552",2948.1,75,100,0,0,8.1,2,216057
"S01005553",1773,100,100,3,0,0,2,236359
"S01005554",2161.4,33.3,100,0,0,8.8,2,183007
"S01005555",2688.2,100,100,1,0,0,2,279876
"S01005556",3053.4,50,100,0,0,0,2,152950
"S01005557",7173.6,28.6,100,99,0,6.4,2,68453
"S01005558",2071.8,25,100,0,0,0,2,167700
"S01005559",10084,0,100,84,0,10.6,2,71292
"S01005560",9404.4,33.3,100,76,0,10.6,2,78000
"S01005561",5889.3,33.3,100,3,0,0,5,132458
"S01005562",4197.3,100,100,3,0,0,2,291651
"S01005563",9652.5,0,100,59,0,10.9,2,76430
"S01005564",1856.4,40,100,2,0,0,2,232200
"S01005565",3703.7,50,100,0,0,0,2,158200
"S01005566",10460.3,0,100,24,0,9.1,5,79300
"S01005567",9836.1,33.3,93.3,34,0,10.8,2,118441
"S01005568",7067.1,100,100,56,0,15.9,2,124750
"S01005569",3378.4,33.3,100,7,0,0,2,163785
"S01005570",6849.3,50,100,48,0,6.8,2,117517
"S01005571",2881.8,100,100,1,0,7.2,2,137778
"S01005572",3209.2,33.3,100,6,0,0,2,218950
"S01005573",7352.9,40,100,53,0,13.9,2,92000
"S01005574",6740.2,16.7,100,50,0,6.3,2,96827
"S01005575",2238.8,44.4,100,0,0,0,2,143420
"S01005576",6097.6,20,91.7,4,1,12.2,2,140458
"S01005577",3480.3,66.7,100,10,0,0,2,240036
"S01005578",6944.4,50,100,56,0,4.5,2,99500
"S01005579",3995.4,0,100,16,3,0,5,179980
"S01005580",4411.8,33.3,100,4,0,0,2,191250
"S01005581",8867.7,20,100,3,0,0,2,165944
"S01005582",4371.6,28.6,100,21,0,5.7,2,241875
"S01005583",5119.5,0,100,9,0,0,2,154661
"S01005584",3389.8,20,100,0,0,0,2,153714
"S01005585",13358.8,50,75,0,2,10.1,2,95507
"S01005586",6699.1,100,100,12,0,25.6,2,160710
"S01005587",6930.7,27.3,90,64,0,3.3,2,90886
"S01005588",15174.5,50,100,8,0,10.9,2,152500
"S01005589",10009.1,30.8,91.7,7,0,13.1,2,117674
"S01005590",17241.4,30,100,5,0,20.8,2,59583
"S01005591",9523.8,14.3,100,30,0,13.3,2,87857
"S01005592",10752.7,18.2,100,0,5,17.2,2,69800
"S01005593",13210,0,100,31,0,13.9,2,104925
"S01005594",15046.3,26.7,100,5,0,20.4,2,56575
"S01005595",11642.2,0,100,25,0,15,2,72900
"S01005596",14522.8,0,100,30,0,15.9,2,73500
"S01005597",13057.7,0,100,8,0,4.7,2,103054
"S01005598",10869.6,10,100,7,0,15.4,2,67275
"S01005599",8417.5,25,100,24,0,7.1,2,76000
"S01005600",13761.5,0,100,6,0,27.5,2,49000
"S01005601",10463.4,9.1,100,11,0,12.8,5,68062
"S01005602",11611,6.7,100,24,0,15,2,61488
"S01005603",8557.5,18.8,100,32,0,5.2,2,86776
"S01005604",8097.2,0,100,39,0,21.7,2,59750
"S01005605",9605.1,33.3,80,46,0,5.7,2,93005
"S01005606",9466.4,0,100,18,0,9.6,2,97050
"S01005607",6849.3,0,100,29,0,0,2,85042
"S01005608",5624.3,55.6,100,14,0,5.7,2,158082
"S01005609",9270,33.3,100,4,0,5.4,2,98125
"S01005610",4562,0,100,29,0,0,2,145833
"S01005611",10309.3,20,100,7,0,20,2,130225
"S01005612",2457,60,100,15,0,0,2,127730
"S01005613",6935.7,50,100,14,0,7.2,2,89412
"S01005614",7701.4,0,100,20,0,8.5,5,107333
"S01005615",9483.7,33.3,100,14,0,9.4,2,73783
"S01005616",4285.7,0,100,25,0,0,2,137070
"S01005617",9640.1,57.1,100,67,0,4,5,64836
"S01005618",12605,100,100,44,0,0,2,91571
"S01005619",2533.8,60,100,21,0,0,2,102150
"S01005620",7662.8,50,100,16,0,9.6,2,143750
"S01005621",7407.4,16.7,100,3,0,5.5,2,128444
"S01005622",2976.2,40,100,11,0,0,2,180179
"S01005623",6839.9,0,100,38,0,4.5,2,107632
"S01005624",3562.9,25,100,8,0,0,2,200399
"S01005625",3533.6,50,100,26,0,6,2,158136
"S01005626",9101.9,42.9,100,44,0,4.5,2,93577
"S01005627",4651.2,0,100,3,0,9.1,2,131490
"S01005628",9468,14.3,93.3,32,3,4.3,5,111885
"S01005629",3023,100,100,1,0,6,2,228500
"S01005630",5386,25,100,38,0,9.8,2,115889
"S01005631",7530.1,11.1,100,40,0,16.1,5,66200
"S01005632",4386,100,100,19,0,0,2,122889
"S01005633",10714.3,0,100,36,0,6.3,2,141083
"S01005634",3486.8,33.3,100,23,0,8.6,2,144103
"S01005635",3963.8,85.7,100,17,1,5.3,2,151929
"S01005636",4201.7,0,100,8,0,8.1,2,165846
"S01005637",8087.5,33.3,100,43,0,4.6,5,163410
"S01005638",4459.3,83.3,100,16,0,0,2,116322
"S01005639",9776.5,0,100,32,0,8.3,5,62000
"S01005640",5449.6,12.5,100,20,0,7.4,5,190421
"S01005641",5097.3,35,100,24,0,4.4,5,108638
"S01005642",1886.8,25,100,2,0,0,2,314012
"S01005643",3241.5,75,100,11,3,0,2,221541
"S01005644",1548,0,100,0,0,0,2,274850
"S01005645",2418.4,42.9,100,2,0,7,2,204910
"S01005646",7554.9,50,100,6,0,7.5,2,138406
"S01005647",3192.8,50,100,17,0,7.6,2,162654
"S01005648",10460.3,33.3,100,39,0,13,5,163525
"S01005649",7174.4,50,100,2,0,12.7,2,114294
"S01005650",9322,0,100,32,0,7.5,2,86641
"S01005651",8695.7,20,100,17,0,15.9,2,92306
"S01005652",4225.4,40,85.7,34,0,7.4,5,196523
"S01005653",7775.1,7.1,85.7,24,0,4.3,2,102500
"S01005654",7199,40,100,30,0,6.9,2,135471
"S01005655",4830.9,27.3,100,14,0,0,5,183661
"S01005656",11609.9,11.8,100,28,0,17.2,2,82733
"S01005657",6076.4,16.7,100,50,0,0,2,102307
"S01005658",3067.5,60,100,0,0,4.8,2,127143
"S01005659",2812.1,25,100,1,0,5.1,2,150488
"S01005660",10018.2,50,100,51,0,9.3,2,132167
"S01005661",4139.1,60,100,12,0,0,2,123505
"S01005662",2640.8,100,100,0,0,6.7,2,237833
"S01005663",3205.1,0,100,6,0,8.8,2,435000
"S01005664",2650.2,25,100,0,0,0,2,124008
"S01005665",2242.2,16.7,100,19,0,0,2,125567
"S01005666",6661.4,40,100,41,0,15,5,147938
"S01005667",7534.2,0,100,17,0,7.5,5,128000
"S01005668",6211.2,14.3,100,62,0,5.2,5,83210
"S01005669",6069.8,40,100,39,2,0,5,104307
"S01005670",6443.3,25,100,30,1,0,5,61500
"S01005671",6261.2,33.3,100,11,0,8.1,5,144908
"S01005672",9901,11.1,100,1,0,20.2,5,55800
"S01005673",2276.2,25,100,13,2,9.8,6,209273
"S01005674",7111.6,40,90.9,38,0,6.3,5,89083
"S01005675",11627.9,0,83.3,37,0,10.9,5,101667
"S01005676",8985.9,20,100,34,1,12.8,5,63214
"S01005677",4530,57.1,92.3,3,1,7.4,5,256250
"S01005678",4166.7,50,80,4,2,5.1,5,194600
"S01005679",7022.5,37.5,100,20,0,10.8,5,125753
"S01005680",5341.9,45.5,100,11,1,0,5,132255
"S01005681",4347.8,71.4,100,17,0,0,6,230803
"S01005682",2106.7,0,100,17,3,13.9,6,183345
"S01005683",11642.9,0,100,54,0,14.4,3,54125
"S01005684",8453.1,8.3,100,49,0,11.1,3,73000
"S01005685",2816.9,100,100,32,2,6.5,5,385182
"S01005686",4299.8,40,100,14,1,8.1,3,155463
"S01005687",5814,62.5,100,9,1,0,5,144525
"S01005688",4535.1,85.7,100,2,0,6.6,3,100429
"S01005689",4378.3,100,50,37,0,0,5,302000
"S01005690",4510.3,42.9,100,39,1,0,6,134208
"S01005691",4219.4,50,100,18,2,7.6,5,160278
"S01005692",4310.3,50,100,21,0,0,5,224750
"S01005693",3548.4,60,96.2,5,1,3.8,3,186727
"S01005694",10185.2,0,100,98,0,13.3,3,46425
"S01005695",6445.7,0,100,8,1,13,3,81500
"S01005696",7728,50,100,16,1,7.4,3,108023
"S01005697",11326.9,22.2,100,66,0,14.3,3,63875
"S01005698",5460.2,22.2,100,5,2,0,3,123525
"S01005699",10759.5,33.3,100,13,0,14.7,3,124722
"S01005700",8143.3,80,100,27,1,0,3,122850
"S01005701",8534.9,12.5,90,18,0,10.2,3,81500
"S01005702",9316.8,20,100,29,1,9.6,5,87506
"S01005703",4578.8,0,100,0,1,9.1,3,NA
"S01005704",8899.7,0,90,17,0,7.7,3,74438
"S01005705",4697.3,10,100,7,1,0,5,154250
"S01005706",4943.5,50,100,5,2,0,3,182657
"S01005707",15384.6,60,100,13,0,22.2,3,89525
"S01005708",6887.1,0,100,56,0,0,3,78100
"S01005709",9840.1,33.3,100,70,0,5.9,3,120467
"S01005710",4378.3,20,100,0,1,7.5,3,96750
"S01005711",2802.7,50,100,8,1,5.4,3,143227
"S01005712",6782.9,0,100,62,0,8.3,3,85250
"S01005713",4417,50,100,14,2,0,3,145583
"S01005714",7793.3,37.5,94.7,28,1,3.8,3,111408
"S01005715",5730.7,36.4,100,41,0,10,3,101042
"S01005716",2757.4,100,75,0,2,0,3,132500
"S01005717",5458.5,0,100,17,2,0,3,140000
"S01005718",6031.4,57.1,100,10,1,6.9,3,82433
"S01005719",1642,0,100,3,1,7,3,301750
"S01005720",2466.1,60,83.3,7,2,0,3,212726
"S01005721",7194.2,16.7,100,16,1,10.1,5,58033
"S01005722",3809.5,50,100,0,2,0,3,135433
"S01005723",5586.6,71.4,100,22,1,5.7,3,140786
"S01005724",3139.7,75,100,4,2,5.4,3,223750
"S01005725",5147.1,0,100,28,4,9.4,5,134975
"S01005726",5429.9,0,100,21,0,4.8,5,220350
"S01005727",3714,20.8,100,15,0,5.6,5,168755
"S01005728",6781.8,16.7,100,82,0,9.7,3,77278
"S01005729",10185.2,0,100,81,0,19.5,3,62850
"S01005730",5730.7,0,100,45,1,6.8,5,114550
"S01005731",8241.8,0,100,21,0,19.2,3,147000
"S01005732",7127.2,28.6,100,39,0,3.9,5,54092
"S01005733",6321.8,42.9,100,37,0,0,3,176429
"S01005734",6696.4,40,100,20,2,7,5,199438
"S01005735",4545.5,33.3,100,1,0,0,3,80512
"S01005736",8155.6,40,100,36,1,0,3,99429
"S01005737",6920.4,0,100,58,1,14.4,3,73582
"S01005738",7747.9,42.9,100,67,0,9.3,5,102725
"S01005739",8279.7,66.7,100,32,2,10.4,5,151272
"S01005740",4207.6,66.7,100,17,2,10.2,5,269143
"S01005741",5612.2,42.9,100,36,1,4.6,5,151188
"S01005742",4812.8,25,88.2,21,1,5.4,5,288953
"S01005743",2250.2,25,100,1,0,0,2,160932
"S01005744",11160.7,25,100,78,0,6.3,2,100000
"S01005745",9877.7,0,100,5,0,4.5,2,123500
"S01005746",5325.4,50,100,19,0,0,5,128010
"S01005747",7537.7,33.3,100,28,1,10.3,2,97064
"S01005748",17770.6,0,100,68,0,9.3,2,68000
"S01005749",4299.8,25,100,31,3,5.4,5,163429
"S01005750",10810.8,0,100,35,0,5.3,2,97569
"S01005751",6644.5,0,100,28,2,8.9,2,128519
"S01005752",13679.9,16.7,90.9,83,0,19.7,2,43000
"S01005753",8986.9,20,83.3,53,2,7.5,2,84625
"S01005754",9169.9,25,100,13,0,3.7,2,109875
"S01005755",10800.5,30,100,70,0,21.5,2,76176
"S01005756",10011.8,33.3,100,83,0,8.7,2,69125
"S01005757",11925,0,100,81,0,12.3,2,67500
"S01005758",7335,0,100,53,1,4.7,2,105285
"S01005759",14569.5,10,100,77,1,18,2,53522
"S01005760",5235.6,50,100,39,1,6.3,2,123000
"S01005761",4418.3,28.6,100,5,1,6.8,2,182500
"S01005762",14450.9,14.3,100,76,0,16.7,2,54000
"S01005763",4715,30,100,10,0,5.5,5,202259
"S01005764",14652,0,100,4,0,6.8,2,75154
"S01005765",13274.3,14.3,100,17,1,10.2,2,88667
"S01005766",6588.6,0,100,8,1,10.2,2,108611
"S01005767",3846.2,0,100,6,0,0,2,102000
"S01005768",9219.1,0,100,30,0,9.2,2,124444
"S01005769",10373.4,0,100,40,0,16.3,2,68975
"S01005770",12237.8,0,100,4,0,0,2,59500
"S01005771",4373.2,20,100,25,0,5.6,2,112636
"S01005772",5934.7,33.3,100,36,1,6,2,144286
"S01005773",3963.8,44.4,100,0,1,6.4,2,134639
"S01005774",8356.5,0,100,81,1,0,2,72652
"S01005775",11740.3,25,100,34,2,8.1,2,64922
"S01005776",6588.6,16.7,100,38,1,14.5,2,102893
"S01005777",6944.4,66.7,100,52,3,0,2,85322
"S01005778",10822.5,16.7,100,14,1,6.3,2,64750
"S01005779",5597,33.3,100,16,1,0,2,108031
"S01005780",2316.3,53.3,100,0,0,2.5,2,142672
"S01005781",7559.4,25,100,35,1,11.5,2,82929
"S01005782",10559,0,100,76,0,19.5,2,59786
"S01005783",4823.2,50,100,31,0,6.2,2,196667
"S01005784",4767.6,0,100,0,0,6,2,99300
"S01005785",4149.4,0,100,4,0,5.9,3,102000
"S01005786",8771.9,40,100,90,0,6.1,2,80984
"S01005787",4660.5,71.4,100,54,0,0,2,169149
"S01005788",10889.3,0,100,13,0,10.4,2,83514
"S01005789",6968.6,50,100,50,0,4.3,2,101550
"S01005790",8704.1,0,100,100,0,5.2,2,76107
"S01005791",5567.9,0,100,3,0,0,3,94166
"S01005792",8578.4,25,91.7,74,0,10.4,2,70000
"S01005793",6903.4,75,100,49,2,7.5,2,283421
"S01005794",8583.7,40,100,21,1,0,2,134283
"S01005795",7974.5,16.7,100,74,0,14.5,2,61833
"S01005796",5453,33.3,95.7,10,1,5.1,3,147106
"S01005797",2824.9,40,100,14,0,5.1,2,135417
"S01005798",9290.5,0,100,73,0,0,2,71000
"S01005799",7936.5,11.1,100,75,0,0,2,63928
"S01005800",9908.5,28.6,100,39,1,14.7,3,101417
"S01005801",7153.1,20,100,64,0,3.2,2,124210
"S01005802",4504.5,50,100,10,1,6.3,5,208699
"S01005803",7894.7,9.1,85.7,67,0,13.3,2,73500
"S01005804",3188.1,35,100,14,0,4.9,2,167572
"S01005805",4243.3,40,100,25,0,6.1,2,126667
"S01005806",8713.1,20,100,22,0,13.2,3,77178
"S01005807",8536.6,20,90.9,78,0,11.4,2,101583
"S01005808",6736.5,0,100,75,0,5.7,2,54875
"S01005809",5594.4,40,100,79,0,6,2,74375
"S01005810",5176,0,100,82,0,11.6,2,61750
"S01005811",7736.9,0,100,80,0,14.1,2,79333
"S01005812",3481.9,20,100,25,0,4.1,2,104167
"S01005813",7246.4,9.1,100,79,0,5.1,2,69500
"S01005814",10929,28.6,100,77,0,15.5,2,63000
"S01005815",8902.1,23.1,100,62,0,5.8,2,72312
"S01005816",5899.7,41.7,100,45,0,3.1,2,134722
"S01005817",1739.1,0,100,12,0,0,2,83750
"S01005818",2358.5,20,100,0,1,0,2,133000
"S01005819",12536.9,20,100,84,0,13.5,2,76812
"S01005820",5882.4,25,100,41,0,7.2,2,70917
"S01005821",6550.2,0,100,50,0,10.6,2,65150
"S01005822",4581.2,27.3,100,53,0,10.6,2,70000
"S01005823",6410.3,25,100,12,1,8.1,2,119525
"S01005824",3748.1,20,100,0,0,5.6,2,135214
"S01005825",7861.6,0,100,60,5,14.7,2,62000
"S01005826",3420.8,28.6,100,0,0,5.5,2,141612
"S01005827",2770.1,0,100,12,0,0,2,111000
"S01005828",6631.3,0,100,43,0,10,2,61794
"S01005829",4908.8,0,100,62,2,5.8,2,116000
"S01005830",11994.9,0,100,24,0,20,2,60772
"S01005831",4795.1,28.6,100,6,1,0,2,187421
"S01005832",11871.5,40,100,16,0,12,2,67322
"S01005833",8914.1,20,100,17,0,7.4,2,98000
"S01005834",8702.5,16.7,100,44,0,6.9,2,112000
"S01005835",3262.6,50,100,13,1,0,2,118250
"S01005836",2106.7,40,100,13,1,0,2,162199
"S01005837",3000,33.3,100,6,0,0,2,92250
"S01005838",8534.9,12.5,100,83,0,17.4,5,65306
"S01005839",4611.3,0,100,87,0,4.7,2,81300
"S01005840",5569.3,33.3,100,62,0,6.1,2,88300
"S01005841",6825.9,22.2,100,61,1,0,2,79709
"S01005842",11406.8,0,100,30,0,0,2,86250
"S01005843",3200,0,100,32,5,0,5,144100
"S01005844",5738.9,25,100,67,0,0,2,79215
"S01005845",3061.2,50,0,17,1,0,2,94500
"S01005846",5931.2,22.2,100,13,0,9.4,2,73377
"S01005847",7382.6,20,66.7,46,0,6,2,74319
"S01005848",7476.6,0,100,67,0,10.6,2,52750
"S01005849",7772,20,100,27,1,6.3,2,84712
"S01005850",12129.4,30,100,44,0,19.4,5,75000
"S01005851",7607.2,16.7,100,36,0,6.1,2,58631
"S01005852",6012,25,100,58,0,0,2,72333
"S01005853",8884.5,0,100,44,0,9.8,2,149762
"S01005854",8883.2,0,100,45,0,9.6,2,55000
"S01005855",12195.1,11.1,100,23,0,21.7,2,42627
"S01005856",8982,57.1,80,48,0,6,2,82318
"S01005857",13117.3,0,100,6,0,7.5,2,65772
"S01005858",9643.9,0,100,97,0,13.5,2,65167
"S01005859",5014.3,33.3,100,43,0,5.4,2,70167
"S01005860",9749.3,30,100,39,0,6.2,2,130048
"S01005861",2598.8,33.3,100,2,0,3.7,2,176167
"S01005862",5464.5,33.3,100,67,0,12.5,2,66308
"S01005863",5466.5,50,94.7,23,1,3.2,2,128265
"S01005864",7067.1,37.5,88.9,43,0,6.1,2,67848
"S01005865",11494.3,0,100,29,0,27.8,5,57500
"S01005866",3816.8,0,100,42,0,4.5,2,112150
